Team 1,Team 2,Winner,Margin,Ground,Match Date,odi_id,match_link,match_id,T1_P1_Bat_Avg_SR,T2_Rel_bat_strength,T1_P6_Bat_Avg_SR,T1_P5_Bat_Avg_SR,T1_P2_Bat_Avg_SR,T1_P4_Bat_Avg_SR,T1_Rel_bat_strength,T2_P2_Bat_Avg_SR,T1_Batsman3_impact_factor,T2_P5_Bat_Avg_SR,T2_P4_Bat_Avg_SR,T1_Batsman4_impact_factor,T2_P6_Bat_Avg_SR,T1_Batsman2_form_index,T1_P2_Bowl_avg_T1_P2_Bowl_SR,T1_P3_Bat_Avg_SR,T2_P3_Bat_Avg_SR,T2_P1_Bowl_avg_T2_P1_Bowl_SR,T1_P1_Bowl_avg_T1_P1_Bowl_SR,T2_Bowler1_impact_factor,T2_P1_Bat_Avg_SR,T1_Batsman1_impact_factor,T1_P4_Bowl_avg_T1_P4_Bowl_SR,T1_Bowler1_impact_factor,T2_Batsman4_impact_factor,T2_P1_Bowl_eco,T1_Batsman5_impact_factor,T2_Batsman3_form_index,T2_P2_Bowl_avg_T2_P2_Bowl_SR,T2_P3_Bowl_eco,T1_P4_Bowl_eco,T2_Batsman5_impact_factor,T2_Bowler5_form_index,T1_P2_Bowl_eco,T2_P4_Bowl_eco,T2_P5_Bowl_avg_T2_P5_Bowl_SR,T2_Batsman2_impact_factor,T2_Batsman3_impact_factor,T1_Bowler3_impact_factor,T2_P2_Bowl_eco,T1_Batsman3_form_index,T1_P3_Bowl_eco,T1_Batsman2_impact_factor,T1_Batsman1_form_index,T1_Bowler1_form_index,T1_Rel_bowl_strength,T1_P7_Bat_Avg_SR,T2_Bowler4_impact_factor,T2_Bowler3_impact_factor,T2_Rel_bowl_strength,T2_Bowler2_impact_factor,T1_Bowler3_form_index,T1_P3_Bowl_avg_T1_P3_Bowl_SR,T2_Bowler1_form_index,T2_Batsman1_impact_factor,T1_Batsman5_form_index,T1_Bowler2_form_index,T2_P7_Bat_Avg_SR,T2_P8_11_Bat_Avg_SR,T1_Bowler2_impact_factor,T1_P8_11_Bat_Avg_SR,T2_Batsman4_form_index,T2_Batsman2_form_index,T2_P4_Bowl_avg_T2_P4_Bowl_SR,T1_P1_Bowl_eco,T1_Bowler4_impact_factor,T2_Bowler3_form_index,T2_P5_Bowl_eco,T1_Batsman4_form_index,T2_Batsman1_form_index,T2_Bowler4_form_index,T1_Bowler4_form_index,T1_Bowler5_form_index,T2_Batsman5_form_index,T2_P3_Bowl_avg_T2_P3_Bowl_SR,T1_P5_Bowl_eco,T2_Bowler2_form_index,T1_P5_Bowl_avg_T1_P5_Bowl_SR,dep_var
India,New Zealand,India,9 wickets,Vadodara,4-Dec-10,3074,/wi/engine/match/467885.html,467885,34.01611973,577.7863956,24.22556073,23.73046875,13.96938776,32.50305965,587.1425456,16.02564103,11.00671323,25.4325854,29.60437136,10.79981673,11.56284153,1.472732067,1119.160766,38.90632419,25.98511504,847.6654561,1082.625678,1212.782969,27.76424133,11.37791432,888.2448979,994.7632412,11.19520417,4.716016151,11.34897949,0.648240041,1770.609746,4.788235294,4.769230769,11.35916403,1.146067288,5.124976508,4.128236148,3705.6875,11.82081925,9.893666248,1010.602583,5.100666878,1.376748924,4.83150358,11.38112148,2.56125905,0.72135871,507.7480229,3.2,553.8564977,1330.103806,492.4532702,716.654493,2.131678909,1258.193307,0.647020948,11.82696788,1.521096366,0.850974338,10.29766693,0.091911765,918.9295491,6.136412108,1.112350755,0.848879708,1388.572109,4.923235093,1512.345679,1.55903813,4.505338078,0.843198959,1.149029301,0.961048907,3.547537787,0.943458883,1.342334849,718.2352941,6.206896552,0.561718261,0,1
Bangladesh,Zimbabwe,Bangladesh,65 runs,Dhaka,6-Dec-10,3075,/wi/engine/match/486523.html,486523,23.04909078,461.1509751,14.72579418,27.01124382,16.2076296,18.92461793,502.4118518,22.87139475,10.25371391,19.24212825,23.41308793,9.466815299,26.77047414,1.244616921,1059.535714,20.20927366,12.3989348,1547.8125,1261.27928,624.4311718,20.74057723,9.772458113,1181.358464,778.5744108,6.620905929,5.20254893,8.750166404,0.717523724,750.32,7.160839161,4.214982442,11.48546059,0.977461463,6.615207373,4.19057072,1272.766272,8.758771931,9.951394555,808.2752561,8.814159292,1.418743874,4.488811795,10.02387208,1.416456686,0.922028902,531.9082324,17.61574405,335.3533363,3157.843214,514.8097106,430.478476,0.808037109,996.0120571,0.941023151,7.513390738,1.299630677,0.846704338,8.4871298,12.54112431,2070.87908,4.446254202,2.773845783,1.285228466,3222.066658,4.648180243,685.4058833,0.545915902,5.486597938,1.865761785,0.593206752,0.976377949,0.494917525,0.933923423,2.285259623,2196.48,4.848888889,0.868417291,1751.307967,1
India,New Zealand,India,5 wickets,Bengaluru,7-Dec-10,3076,/wi/engine/match/467886.html,467886,35.47969233,537.5471463,23.73046875,32.50305965,8.566371681,22.23375,551.8470704,25.88192739,11.01658787,12.30854241,25.22779377,10.79981673,8.1,1.52710377,1290.966837,40.78386614,29.13555221,859.9181954,1075.337906,1198.224852,27.19653357,11.01887518,0,961.9645603,11.19459639,4.726755853,11.62989847,0.73713449,1806.763915,5.391354467,6.206896552,11.35622182,1.572580908,5.083257091,4.907103825,1401.322149,11.50189197,11.80943256,902.5721462,5.126378821,1.615631681,5.121624139,11.37736273,1.54257826,0.85478675,538.8746556,0,1147.839589,666.7408582,561.2337487,705.854203,0.788477715,1138.698089,0.643399096,11.82696788,1.358727036,0.845497109,1.470588235,0,1003.281514,7.704410317,1.112521952,0.889094484,852.9446369,4.917518746,1406.25,0.62762731,4.130089135,0.843198959,1.014484135,0.992286706,3.547537787,2.302953829,1.444371124,1397.141012,4.895833333,0.924061485,835.5555555,1
India,New Zealand,India,8 wickets,Chennai,10-Dec-10,3077,/wi/engine/match/467887.html,467887,35.40496732,495.2066587,32.26666667,22.6508004,12.09363958,32.41046229,504.4156608,26.01392193,11.37736273,25.35343569,23.91007882,10.79750284,13.36082474,1.232337907,1136.580289,39.42403542,29.05530864,880.5298984,1345.609694,1174.537301,27.35172274,11.00858355,865.6859504,926.0384401,11.18535894,4.744370861,11.56735642,0.937688392,1806.763915,5.425069638,5.189655172,11.3484258,1.146067288,5.148073022,4.137616878,3258.72,11.77772045,11.49827892,998.6186552,5.126378821,1.151197801,4.774941995,10.7056745,1.467891074,0.878647219,574.9591508,0,543.8106217,705.854203,614.0078988,656.7298516,2.397401167,1267.429698,0.699385359,11.81354685,1.265474414,0.788491215,8.1,0,917.9011585,6.412823722,1.288951329,0.690621863,1417.436948,5.1005386,1504.904875,1.036109887,4.529680365,0.860608857,1.039843301,1.639156757,3.547537787,0.863073397,1.409065265,1438.659259,6.206896552,0.924204044,0,1
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,12-Dec-10,3078,/wi/engine/match/486526.html,486526,22.74491867,454.7605967,15.31147066,27.40484525,15.7937962,18.59156156,482.0866004,22.7144444,10.25172229,24.18904538,18.9774427,9.455071519,20.29308296,1.357489934,901.3671875,20.10013894,17.32596685,1574.838021,1262.379437,624.4462902,20.49746949,9.772458113,1193.527337,774.9968372,11.48469419,5.210456358,8.737545467,1.506741607,1454.793477,4.186732187,4.237065637,10.79033024,1.377186676,6.500541712,5.486597938,1889.184746,8.768139615,6.806733368,843.7404262,6.040922377,1.455981568,4.456995708,9.958694387,1.128549192,0.919860168,554.3340134,18.65338796,807.265579,357.9254931,536.5146008,423.2499331,0.740550196,960.4014249,0.953715206,7.517096876,1.586956313,0.835591591,9.054338451,2.10977548,2090.36199,4.472003372,2.31423713,1.348228875,1272.766272,4.620926244,676.2007871,1.065178105,3.901831846,1.669510854,0.428755411,0.88821629,0.437968782,0.96438152,1.661994911,3006.971904,4.848888889,0.874374558,1751.307967,1
South Africa,India,South Africa,135 runs,Durban,12-Jan-11,3079,/wi/engine/match/463150.html,463150,33.40565622,610.9120796,39.13043478,33.51757969,55.6227952,40.53901087,586.0870305,14.45437956,10.59524139,22.6508004,32.59727103,10.44136094,44.43050588,1.196063027,709.7429111,54.03517915,38.12466885,1087.197074,1084.78366,992.4279741,38.92338158,10.48187821,868.1890352,972.1453364,10.7921473,4.917966102,10.42403672,0.835170232,1120.925003,4.760239301,5.009947338,11.56735642,1.481537043,4.677233429,6.206896552,1503.230227,11.36360285,11.37526848,1485.257822,5.157161196,1.159097747,6.196473552,10.54531382,2.329445302,0.723730334,606.8158508,11.77884615,1181.000545,982.143103,592.7641834,937.9116858,0.638433379,723.4222222,0.916990541,10.514235,1.580917353,0.625014441,9.82068769,0.280994152,1392.773796,4.361842105,0.806707963,2.693967471,0,5.388679245,1663.341529,0.92262837,4.306455982,3.087963595,1.936092574,0.646318444,0.74320001,0.941492691,1.265474414,1284.722908,4.63740458,0.72400944,2053.190003,1
South Africa,India,India,1 run,Johannesburg,15-Jan-11,3080,/wi/engine/match/463151.html,463151,33.23461414,698.3182694,33.44047619,34.11621901,55.81966998,40.98297159,669.9413786,12.85238668,10.59828895,22.13303099,32.441091,10.44747603,44.19076587,1.147120265,585.3388204,43.35808081,38.22588201,1083.301624,1050.024691,984.7339841,38.83378678,10.48934116,827.2466115,1027.208446,10.79251384,4.914478114,10.43823062,0.978375404,1128.01991,4.767494357,4.964922369,11.57297127,1.481537043,4.600536193,6.206896552,1509.520483,11.36819161,11.40379094,1723.753778,5.190016396,1.022705631,6.064593301,10.54573614,2.462649316,0.729878045,530.8627163,10.38135593,1172.608851,1027.470204,518.5698497,942.3524171,0.683164248,735.0884498,0.904117226,10.51489932,1.879279609,0.608258737,9.645911326,0.287109375,1490.41537,4.972744361,0.716284739,1.897529463,0,5.379406308,1383.911197,0.852449561,4.313426134,3.639535859,1.942232298,0.645797566,0.637523663,0.941492691,1.171571599,1243.112245,4.662900188,0.680615494,2120.0043,0
Australia,England,Australia,6 wickets,Melbourne,16-Jan-11,3081,/wi/engine/match/446962.html,446962,33.37230635,530.2150644,26.28707483,46.01843091,27.20268851,25.19047619,575.7550086,35.79298246,10.27631158,33.20055047,36.48351013,11.46954322,10.47101449,1.01112789,679.047619,34.27545329,36.05703246,464.796875,673.1821369,2325.49151,28.36312486,9.728387714,961.9875693,1634.62295,11.10590448,4.598984772,10.7242504,1.124306202,1745.82176,5.248434238,4.866810655,10.76152329,3.040404638,4.332298137,4.529968454,2673.367347,10.93224025,11.85523881,1171.101556,5.30956848,2.075642758,4.969726326,11.15218777,2.143897444,0.70776169,588.5602295,13.12040766,314.1048954,418.582555,500.9755811,651.0635751,0.573979202,848.5776097,1.911119107,11.48916321,1.711559977,0.701636883,24.59574468,3.323845937,1281.061929,0.270833333,0.470100608,1.658412557,784.6228096,4.719983119,810.0696797,0.911984151,4.330985915,0.946032413,1.73161412,1.119443721,0.762632693,1.304249427,1.148668827,2477.790124,5.591331269,0.864481591,1200.28395,1
South Africa,India,India,2 wickets,Cape Town,18-Jan-11,3082,/wi/engine/match/463152.html,463152,33.41500368,632.3210597,9.551162791,33.54629885,54.16502171,40.57939447,645.7421677,37.48992217,10.61542716,43.97876051,21.74778638,10.44818871,32.26666667,1.121583492,498.1935483,40.12857143,32.48067661,1077.725254,1030.346982,984.0721406,12.30582524,10.4900084,809.0726375,998.5828573,11.58083525,4.909638554,10.44094295,0.707611358,1132.237687,4.743261158,4.939003917,10.99967867,1.481537043,4.421836228,6.206896552,1511.257306,11.4212539,10.80529527,1254.676449,5.198336648,1.013283688,6.06833713,10.54919151,2.13578965,0.729557071,550.7568157,19.2515625,1169.218457,1089.612547,538.0032734,942.4711283,0.691374001,811.3048909,0.872352558,11.47238959,2.004387775,0.591851332,9.449947862,0.330625,1748.194373,0,1.163188167,0.971213817,0,5.338155515,1687.108505,0.852053125,4.307458687,3.766953122,1.958176137,0.921964822,0.684985184,0.941492691,1.431021018,1124.585278,4.641404806,0.677403818,2120.370968,0
Australia,England,Australia,46 runs,Hobart,21-Jan-11,3083,/wi/engine/match/446963.html,446963,35.5176134,533.5903379,22.88741722,25.19047619,27.91768387,34.17802496,534.5240043,18.9867335,11.11953071,32.57564045,37.01330532,10.27175684,9.807468626,0.867851927,716.3623581,27.29003866,33.23894912,628.4444443,672.5927583,1836.734694,28.65684003,9.71932482,985.7359469,1633.06883,10.80068811,4.80952381,11.46954322,0.531202024,1707.253463,5.410018553,4.874021352,11.20284684,3.040404638,4.412816692,5.384615385,3087.795918,10.95851169,11.1710391,1717.574751,5.374321881,1.011501849,5.158150852,10.59698073,1.615947165,0.72156404,607.7117162,13.12040766,277.7777778,330.5785124,437.4153417,687.520642,0.529286723,617.6654065,2.224895901,11.53050821,0.946032413,0.672608733,24.84915033,2.357647383,1216.148685,6.073097798,1.069684536,1.532428583,0,4.720310533,791.7247474,1.006760439,4.42384106,2.113331673,1.889906198,9.899494937,0.77330915,0.848196742,1.867691752,3234,4.744394619,0.851237465,1426.66062,1
South Africa,India,South Africa,48 runs,Port Elizabeth,21-Jan-11,3084,/wi/engine/match/463153.html,463153,33.30606758,545.9487837,46.15384615,33.81043945,53.02248778,40.27847387,557.5366273,36.94366799,10.55244901,43.59868446,21.45549127,10.45034845,34.21737835,0.996773083,537.0214844,21.55612245,32.35952218,1064.79296,1011.746046,994.8359398,16.45354108,10.49421222,2121.216931,1004.265027,11.60353874,4.907760532,10.45679506,0.725530096,1150.83438,4.729229445,4.666869301,10.98351478,1.481537043,4.399538106,6.206896552,1498.230881,11.44576176,10.80947111,1751.560719,5.204378252,1.230172439,4.869518138,12.17641508,1.99450163,0.732529798,618.5735306,9.551162791,1176.241811,1073.175857,623.1185235,928.3190992,0.674009663,769.0702776,0.86934666,10.50188706,2.241872203,0.598747286,9.406796886,0.330625,1559.611497,0.375,0.996754825,0.911867692,0,5.279049296,470.982345,0.851148279,4.299048804,3.197903446,1.321047591,0.921050494,0.921238999,0.941492691,1.350965956,1106.507024,4.994011976,0.743898579,1791.126543,1
New Zealand,Pakistan,New Zealand,9 wickets,Wellington,22-Jan-11,3085,/wi/engine/match/473923.html,473923,30.58668946,431.2722484,12.32051282,25.2887985,26.46842657,28.77996338,436.9451474,26.98676755,11.77772045,16.72552553,24.43494301,11.1824239,31.00564972,0.957145912,1438.659259,25.88796302,23.21637854,760.0331262,1806.763915,1292.012664,13.67057119,11.80794868,778.6666666,705.854203,11.0436339,4.740207834,11.34262759,0.599176411,1013.132232,4.723257815,4.5625,12.4357301,1.203223004,5.425069638,4.642105263,2934.75,10.42603832,10.30169935,656.7298516,4.949416342,0.661650009,4.334722454,11.69606472,0.921069223,1.076376774,672.3370239,7.493832237,500.1756539,716.9350508,618.7724057,1176.908221,1.085941062,1289.410137,0.825524533,11.17846811,1.104463467,0.881767461,30.54999494,4.330185239,419.8655281,0,1.335991748,1.656927784,1603.186849,5.126378821,574.0017361,1.056658194,4.23255814,1.364000971,1.292933603,2.909550016,0.805273449,0.903529733,1.273602801,1284.213637,4.140090844,0.789032381,1416.176296,1
Australia,England,Australia,4 wickets,Sydney,23-Jan-11,3086,/wi/engine/match/446964.html,446964,35.02272681,561.2303552,19.36134454,24.33315664,30.45095145,33.93162644,548.6130535,18.50622109,11.11311414,32.16474907,27.62170814,10.26895262,10.26448171,0.821933776,641.4395654,26.88112617,31.76977996,530.8333334,671.6544098,2130.177515,28.50416663,9.717667427,991.2432141,1636.593267,11.20284684,4.711538462,10.6574968,1.089140774,2099.027777,5.092715232,4.85734364,11.08661608,3.040404638,4.362464183,4.55625,1785.09345,11.0007588,11.02745561,625,5.122689076,1.012748115,4.4375,10.41099585,1.47050572,0.717543893,526.5705913,12.82858737,309.906684,368.8434718,413.4507893,420.4222866,0.770706753,1704,1.928332211,11.54542144,0.784401259,0.658049548,19.48051948,1.447552119,1313.802842,5.998148148,1.660363685,1.554920042,2733.75,4.718130607,783.5802858,1.274839668,5.016333197,1.844322144,2.01742215,1.097215389,0.799980508,1.304249427,1.629700317,3096.506667,5.40509915,0.930360442,779.5416668,1
South Africa,India,South Africa,33 runs,Centurion,23-Jan-11,3087,/wi/engine/match/463154.html,463154,33.14775953,625.3449412,22.68902439,35.29756967,53.1983433,39.86430409,638.61798,39.25263899,10.55386869,43.20662185,20.93562331,10.26672248,32.54418386,0.983915098,514.982699,19.93670886,32.23178098,1079.152672,1030.105591,983.0304976,15.31323849,10.5111083,2103.019043,983.3796695,11.6049788,4.914921754,10.45076857,0.734956729,1159.594173,6.206896552,4.658060642,11.00185585,1.481537043,4.390243902,4.308603767,1280.512755,11.54723243,10.81350818,1715.886532,4.757486293,1.189969872,4.817843866,12.09472649,1.939540869,0.726975278,540.037097,9.551162791,668.8466112,1185.005591,513.0550819,1030.163612,0.684912995,765.1427037,0.945752204,10.62810965,3.058332741,0.601304844,3.646511628,1.818570662,1691.744387,0.375,1.010274769,1.195467692,1517.621604,5.263066202,476.3427464,0.638203579,4.960072595,1.308359101,1.298172664,0.863468134,0.921238999,0.941492691,1.241780248,0,4.795876289,0.879847192,3198.799622,1
Australia,England,England,21 runs,Adelaide,26-Jan-11,3089,/wi/engine/match/446965.html,446965,34.70910149,590.9355113,19.01315789,26.64375367,29.50729927,33.70001252,555.5181941,18.0477098,10.40247456,27.42557226,36.54704433,10.26661841,31.94220954,1.135997121,687.0276145,27.24527999,36.70527477,1112.198621,665.211252,908.9802427,28.42022169,9.715022121,988.2520326,1638.762171,11.20284684,4.962522852,10.65033026,0.501582531,638.3431954,5.158705701,4.840418118,11.23022942,3.040404638,4.367036011,4.552941176,1747.043896,11.00629342,11.1710391,345.5785667,4.677419355,0.748476352,4.692307692,11.04906696,1.309372493,0.78833745,520.025272,25.13043478,274.5194156,492.3065235,460.2522522,1826.873049,0.747241205,2114.666667,0.7273464,11.55113048,0.86836967,0.652898713,9.904761905,1.136831276,1227.910314,5.547739918,1.248884978,1.365315809,3083.90625,4.711438655,787.3857614,0.876908904,4.997978164,1.744536267,2.067449443,1.097215389,0.765825726,1.304249427,1.258591908,1847.663266,5.450134771,2.144493836,868.2430555,0
New Zealand,Pakistan,Pakistan,43 runs,Christchurch,29-Jan-11,3090,/wi/engine/match/473925.html,473925,27.58690032,573.0736059,7.493832237,25.2887985,14.86687307,29.02633519,578.8586867,26.87544492,11.77625456,24.39050937,19.77073733,9.991261746,30.38567649,0.806036799,1242.1696,25.88796302,22.942159,845.1062382,884.1728275,1175.139176,13.38659882,11.80794868,396,1172.207256,10.29823564,5.125794858,11.18723315,2.052092022,1025.493333,5.390928726,4.125,12.4357301,0.822461265,5.362660944,4.724463519,1605.272232,10.42376206,11.366506,1205.632716,4.965909091,0.730920623,4.32799868,11.47059726,0.921069223,0.65487638,480.8748774,0,1106.316678,1119.112439,469.656365,713.656701,0.695065294,1277.9076,1.101247838,11.17310299,1.439045062,0.872275582,29.56498316,2.696016335,781.2384875,0,0.631344667,1.639383039,1290.442301,4.754548462,686.4555619,0.701846482,4.642475987,0.685638079,1.345984245,0.479356613,0.662719354,1.672119721,0.995307795,856.0355555,4.75017301,0.588116057,1614.335938,0
Australia,England,Australia,51 runs,Brisbane,30-Jan-11,3091,/wi/engine/match/446966.html,446966,34.98508294,603.8961866,24.60759494,26.48487129,28.49148242,33.50096567,567.7020802,19.1581076,10.40282835,27.41198425,36.23595596,10.26802943,31.66309601,1.274648143,750.0172023,27.16629353,40.17755807,1109.223284,670.477446,910.7201397,28.21633068,9.73637697,3674,1635.058803,11.2289167,4.969202899,9.336220429,0.524953005,767.0204083,4.428571429,5.060606061,11.28988146,3.040404638,4.429906542,4.982357658,3333,11.00629342,11.17269659,1156.814515,4.833333333,0.724390865,4.991137725,11.04668493,1.308097969,0.653399409,551.6229567,12.5,505.9793866,958.0498866,450.3744287,1622.299383,0.817834835,844.925995,0.72984167,11.5513251,0.95623315,0.791021668,9.6,0.258300781,1140.978358,3.079881779,1.547059561,1.386077675,1738.93578,4.730221029,214.5189266,0.987152078,4.590909091,1.485696396,2.04074087,1.097215389,0.969239533,0.569270033,1.311173438,1302,4.847058824,2.339124205,1003.448344,1
New Zealand,Pakistan,Pakistan,2 wickets,Napier,1-Feb-11,3093,/wi/engine/match/473926.html,473926,27.87866653,550.9323571,12.32051282,25.18017411,16.30512378,28.64635328,543.4013863,27.20018543,11.78174124,24.28844839,15.60090909,10.33555587,30.0348949,0.686193371,1225.980769,25.92611419,22.74370111,838.3312881,1846.809494,1176.9407,14.64540008,11.8083816,1423.191297,690.1058598,10.29983786,5.092738646,11.18894072,1.468838179,1017.359891,5.389432485,4.136829559,12.36435255,0.588883061,5.373180873,4.726961484,1608.574011,10.48018818,11.366506,1259.105099,4.989051095,0.859003493,4.935483871,11.48197409,0.902449486,1.121525126,493.960217,8.100591716,1254.62908,1118.981646,502.7240273,709.5902894,0.817558023,444.65625,1.155688633,11.17291642,1.231241089,1.076376774,30.6036961,2.677868725,817.1753234,0,0.552139342,1.857626822,1298.523576,5.123091306,543.1473765,0.468857925,4.641827288,0.77937126,1.375266179,0.791224739,0.671273042,1.070935277,1.204868846,811.5882353,4.519480519,0.702584428,2989.636363,0
Australia,England,Australia,2 wickets,Sydney,2-Feb-11,3094,/wi/engine/match/446967.html,446967,34.71053553,585.060576,27.48091603,39.20465472,27.13874265,26.39844055,544.6505032,19.01608753,10.28038314,27.30077433,36.1730811,9.44104821,31.02958834,1.238826634,653.1758033,33.5435871,37.26878914,1115.479773,667.1760909,898.923123,27.90758329,9.745433574,969.0585789,1645.068218,11.25898283,4.962298025,10.6620861,0.477392408,158.2040817,6.1,4.851444292,11.28988146,3.040404638,5.157728707,4.602272727,1743.020165,11.0418029,11.20180687,1130.666503,4.470588235,1.685210203,4.975609756,11.056859,1.261705591,0.641444894,544.5259512,12.8,256.1212265,544.4444444,471.2323441,4709.727028,0.627515712,861.7764699,0.73864582,11.55301171,1.924731956,0.58275983,12.92837466,5.5078125,1624.064574,3.081271469,1.664630842,1.480946114,3341.25,4.72274784,784.8218567,0.987152078,4.9659271,0.891404917,1.89839196,1.097215389,0.837772266,0.795084102,1.209060719,3660,4.80952381,0.932715759,2036.16,1
New Zealand,Pakistan,Pakistan,41 runs,Hamilton,3-Feb-11,3095,/wi/engine/match/473927.html,473927,32.52949341,514.2007243,15.93094406,25.25419248,27.74701831,28.31152649,520.1362126,27.12439195,11.78701036,24.30609479,19.03880407,11.48972651,32.13420029,1.042417618,1887.293636,25.72755134,22.63732509,768.5064204,884.6580071,1283.789852,14.50088204,11.8110848,494.46,1179.46012,10.303857,4.762549801,11.19028681,1.603738604,861.2192271,5.359019264,4.902439024,12.34655764,1.203223004,5.119876733,4.717249219,1611.384138,10.48361757,11.24672907,1222.156124,5.114278032,0.78154537,4.34374489,11.69898641,1.064797266,0.648682268,516.8684539,0,1457.608092,1093.850239,541.8369135,711.0100759,1.140489204,1287.56742,0.780504509,11.17062016,0.965847367,1.137524835,29.52589976,1.791805491,674.8787396,0,0.508755694,1.545988431,1296.199704,4.767769407,685.472034,0.453369501,4.639824747,0.641729689,1.37270365,0.654553562,0.63741231,0.658767801,1.186252123,728.025,4.585774059,1.168667683,3247.239669,0
Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (SSC),3-Feb-11,3096,/wi/engine/match/464991.html,464991,24.2849514,456.8438191,30.86909158,19.0462963,27.74135931,16.7230646,533.2607826,27.7945845,10.45570862,19.83989666,26.0116103,10.61186872,18.21453373,2.41589299,915.2257124,25.01217939,34.25963779,554.8195267,1124.357143,1797.15881,32.85932695,9.817222629,822.2251008,1045.552996,11.08364369,4.909896603,11.39822808,1.630611038,1386.618076,5.24084507,3.926766712,7.432124667,1.036908402,4.952922078,4.474860335,1511.025641,9.990527267,10.55660089,853.4904802,5.044221106,2.64275161,4.597701149,10.45137136,1.352137751,0.64181727,598.8879683,26.94750911,391.1113885,921.2507439,551.5607803,826.2013586,0.846886019,1145.679012,1.730544393,10.04575823,2.036029915,0.802961839,24.40615733,9.031260481,858.6041596,0.783854167,1.466554002,1.05413977,2486.628512,4.551285449,1033.163265,0.619723532,4.749119718,1.621286699,1.217863414,0.85452759,0.864499781,1.095762807,1.127249555,952.5545339,3.839285714,0.869253034,891.8518518,1
New Zealand,Pakistan,New Zealand,57 runs,Auckland,5-Feb-11,3097,/wi/engine/match/473928.html,473928,31.11516761,512.4609754,15.87091696,25.07800553,28.61144632,28.62024926,526.9782835,27.13021494,11.84609969,24.2661532,31.93839045,11.23452178,15.17786561,0.917568458,1912.155009,25.56482178,22.46022361,771.1595794,881.7064717,1281.711809,14.4223498,11.8137755,755.58,1178.785202,10.30381103,4.757719715,11.35432163,1.142857143,849.3523057,5.067137809,5.244897959,11.01698774,1.203223004,5.130248238,4.717323504,1605.167667,10.48167311,10.86498088,855.6619927,5.101834618,0.926794307,5.422379032,11.69898641,1.015407106,0.650153312,485.8338721,6.368421053,1087.017919,707.7882842,538.529592,1103.272609,0.893739728,1315.573964,0.715366858,11.16492812,1.207951814,1.087210812,29.59530792,2.490534304,768.4967644,1.185647035,0.45037339,1.486046575,1302.1204,4.762244567,397.9434481,0.752681922,4.64370582,1.168832165,1.261102975,0.648804451,0.698420546,1.070935277,1.227827904,1102.277954,4.540540541,1.276761005,3172.75,1
Australia,England,Australia,57 runs,Perth,6-Feb-11,3098,/wi/engine/match/446968.html,446968,26.96403689,547.5240959,15.75520833,30.2122905,21.66185864,39.72736822,493.1792725,18.91102008,9.457777176,36.03683498,43.80910209,10.65293066,19.50884048,1.1768049,662.2708334,26.89454545,37.80063492,1131.551733,751.7601001,895.3796108,28.16873637,9.905785514,2940,1148.650893,11.2956824,4.99911032,7.684511966,1.266784881,1210.676406,5.6,5.102040816,11.22201345,3.040404638,5.19126506,5.104575163,3309.384083,11.08394907,12.21640742,1133.66052,5.857252494,0.960095077,4.994130077,11.04443143,1.137505095,0.788254537,486.9645044,11.16071429,359.2635311,625,422.1929258,1089.050653,0.644310905,866.5148648,0.739314364,11.58688376,1.821620255,0.582743017,12.92837466,3.190104167,1641.226049,0.625,1.495000997,1.505142058,3186.48,4.496134021,337.3594336,2.224297059,4.607526882,1.947092197,2.052664909,1.27345758,1.000546844,1.304249427,0.507545013,1493.333333,5.660377358,0.864063444,1298.5,1
Sri Lanka,West Indies,Sri Lanka,26 runs,Colombo (SSC),6-Feb-11,3099,/wi/engine/match/464992.html,464992,24.99051554,493.0688301,30.6606808,19.0462963,27.64763266,16.7230646,531.8529027,29.75704228,10.45897235,25.48847262,34.00119481,10.61848642,19.93905221,2.098483689,1201.316873,25.18004721,24.19195275,1381.76,1028.360561,831.6638508,32.82466198,9.876872265,545.7342208,815.5623588,8.040971779,5.019685039,11.39822808,1.535047693,951.9230771,4.480477223,4.403385049,10.54491463,1.010396572,4.606741573,4.748245614,1835.948889,10.06525759,10.56075792,1875.630519,5.244755245,2.364395069,5.375464684,10.45452366,1.269143676,0.71833449,529.0728544,26.94750911,252.4567901,368.5400502,554.1295319,929.6102499,0.696453172,535.7768594,0.806538521,10.05120126,2.036029915,0.938623946,23.3089104,10.51799868,1203.618923,4.231246569,1.561187721,0.992551303,1521.405326,5.205939948,1058.466724,1.099564325,4.563093623,1.759168048,1.173214895,1.039680322,1.091166291,1.095762807,1.834703471,2642.235172,4.67826087,0.928082101,3712.2,1
