Team 1,Team 2,Winner,Margin,Ground,Match Date,odi_id,match_link,match_id,T1_P1_Bat_Avg_SR,T2_Rel_bat_strength,T1_P6_Bat_Avg_SR,T1_P5_Bat_Avg_SR,T1_P2_Bat_Avg_SR,T1_P4_Bat_Avg_SR,T1_Rel_bat_strength,T2_P2_Bat_Avg_SR,T1_Batsman3_impact_factor,T2_P5_Bat_Avg_SR,T2_P4_Bat_Avg_SR,T1_Batsman4_impact_factor,T2_P6_Bat_Avg_SR,T1_Batsman2_form_index,T1_P2_Bowl_avg_T1_P2_Bowl_SR,T1_P3_Bat_Avg_SR,T2_P3_Bat_Avg_SR,T2_P1_Bowl_avg_T2_P1_Bowl_SR,T1_P1_Bowl_avg_T1_P1_Bowl_SR,T2_Bowler1_impact_factor,T2_P1_Bat_Avg_SR,T1_Batsman1_impact_factor,T1_P4_Bowl_avg_T1_P4_Bowl_SR,T1_Bowler1_impact_factor,T2_Batsman4_impact_factor,T2_P1_Bowl_eco,T1_Batsman5_impact_factor,T2_Batsman3_form_index,T2_P2_Bowl_avg_T2_P2_Bowl_SR,T2_P3_Bowl_eco,T1_P4_Bowl_eco,T2_Batsman5_impact_factor,T2_Bowler5_form_index,T1_P2_Bowl_eco,T2_P4_Bowl_eco,T2_P5_Bowl_avg_T2_P5_Bowl_SR,T2_Batsman2_impact_factor,T2_Batsman3_impact_factor,T1_Bowler3_impact_factor,T2_P2_Bowl_eco,T1_Batsman3_form_index,T1_P3_Bowl_eco,T1_Batsman2_impact_factor,T1_Batsman1_form_index,T1_Bowler1_form_index,T1_Rel_bowl_strength,T1_P7_Bat_Avg_SR,T2_Bowler4_impact_factor,T2_Bowler3_impact_factor,T2_Rel_bowl_strength,T2_Bowler2_impact_factor,T1_Bowler3_form_index,T1_P3_Bowl_avg_T1_P3_Bowl_SR,T2_Bowler1_form_index,T2_Batsman1_impact_factor,T1_Batsman5_form_index,T1_Bowler2_form_index,T2_P7_Bat_Avg_SR,T2_P8_11_Bat_Avg_SR,T1_Bowler2_impact_factor,T1_P8_11_Bat_Avg_SR,T2_Batsman4_form_index,T2_Batsman2_form_index,T2_P4_Bowl_avg_T2_P4_Bowl_SR,T1_P1_Bowl_eco,T1_Bowler4_impact_factor,T2_Bowler3_form_index,T2_P5_Bowl_eco,T1_Batsman4_form_index,T2_Batsman1_form_index,T2_Bowler4_form_index,T1_Bowler4_form_index,T1_Bowler5_form_index,T2_Batsman5_form_index,T2_P3_Bowl_avg_T2_P3_Bowl_SR,T1_P5_Bowl_eco,T2_Bowler2_form_index,T1_P5_Bowl_avg_T1_P5_Bowl_SR,dep_var
West Indies,Zimbabwe,Zimbabwe,6 wickets,Bulawayo,23-Nov-03,2066,/wi/engine/match/64848.html,64848,30.28540901,381.363539,25.06233862,37.47102549,19.784152,24.0626615,676.9585713,19.67021277,10.70181414,13.23341688,17.4135372,10.07221936,7.16765873,1.221124286,752.4713542,34.426854,3.952554745,1244.355761,1367.110371,782.1366614,33.97979798,9.578004586,1154.485192,1369.701037,9.144100562,4.523186683,9.983099371,0.978290326,1662.355556,5.083550914,4.605381166,12.08113729,1.346393117,4.761840325,5.942675159,7420,12.3122933,10.60011113,473.0137344,5.120845921,2.040688933,5.179331307,10.80442107,1.210840275,0.721192106,471.0820034,26.30956865,638.3400724,579.2916985,416.4325735,444.5161191,1.083861168,772.1983472,0.794408567,4.845923611,1.489136446,0.859935834,20.31073563,9.973165811,684.2496303,4.481094693,1.505640639,1.084526832,2197.215,4.31258774,842.3214672,0.796515051,3.962264151,1.736180612,1.067794892,1.04709192,1.071363226,0.839000995,0.760228903,2536.397959,5.13559322,0.985773962,2189.020408,0
West Indies,Zimbabwe,Zimbabwe,21 runs,Harare,26-Nov-03,2067,/wi/engine/match/64849.html,64849,29.9307537,378.471747,24.98082948,35.88792638,19.54974248,24.63906606,671.8253501,25.63516484,10.70133984,13.23341688,17.11806617,10.03717554,6.088050314,1.327666965,1309.410611,34.23565378,3.910344828,1241.649917,1278.895814,776.2512219,14.88495575,9.575649042,772.1983472,831.9580538,9.158798296,4.515090543,9.97219942,1.284077475,2317.277778,5.053097345,5.179331307,12.08113729,1.346393117,4.303809087,5.839506173,4406.938776,12.3122933,10.75767278,718.3088773,5.050825921,1.827564535,4.701315789,10.78749939,1.135929658,0.895931213,545.1434661,25.78421626,677.4987722,580.3503663,419.6144131,500.1218983,1.085125206,753.9858392,0.8087622,6.355079773,1.556849238,0.669291548,20.31073563,10.05227912,1367.053324,6.077497402,1.004140805,0.707106781,2085.061225,4.572591006,466.7139548,0.797852694,3.722033898,1.536994161,1.081245145,0.969286778,0.851645472,0.877281026,1.505640639,1646.617202,4.610244989,0.900570943,1171.304348,0
New Zealand,Pakistan,Pakistan,3 wickets,Lahore,29-Nov-03,2068,/wi/engine/match/64850.html,64850,15.85251342,635.3174796,0,7.76110661,23.51756422,11.36922391,426.9393808,8.470588235,10.83224674,22.66777501,28.51856649,11.88557759,18.65889939,1.603724518,1224.555185,12.24543474,31.52817209,763.8365652,1311.457859,1092.452986,25.37260321,10.95496904,0,595.2499487,10.92016483,4.704890388,11.08992994,1.658256885,1978.842975,4.378819389,0,9.91217717,3.356549374,4.634546386,4.241860465,1348.5,9.955946771,10.10812692,511.0179138,4.212328767,0.681787582,4.31721249,11.35034735,0.713964353,0.825022227,407.9667384,0,374.3775014,877.7745137,421.9309379,642.2405705,0.908634138,1945.623762,0.827111049,10.41393093,1.988875354,0.688131479,0.5,1.023194146,426.785879,0,1.602927285,0.855688839,1852.60771,4.727582997,511.0179138,1.134970005,3.741935484,1.29535937,1.211239079,1.044077562,0.961048907,1.146067288,2.061203155,975.2423652,0,0.567962685,0,0
Zimbabwe,West Indies,West Indies,72 runs,Harare,29-Nov-03,2069,/wi/engine/match/64851.html,64851,10.50993377,659.419555,20.31073563,5.885057471,28.97142857,4.694444444,381.2588294,19.38331146,7.243465704,24.84922433,34.81417182,12.04060704,25.34494803,0.746611594,1933.6609,16.93892025,34.19129979,1284.342533,1222.899508,829.1477636,29.89362662,9.16886938,1919.969754,786.7421325,9.97219942,4.555179704,14.70562434,1.598424323,0,4.292987941,5.766536965,10.31715764,1.010396572,5.023255814,5.043701799,1182.205419,10.77603232,10.69415764,557.1055201,6.071428571,1.347634744,5.057803468,12.19947789,1.087799126,0.796909954,416.5469433,14.99643367,657.3527378,462.5837631,457.49629,680.3266867,0.869951713,1716.918714,0.89459717,9.562394017,0.707106781,0.891938354,16.63494798,0.853708253,590.305608,10.16029944,1.411329347,1.147561088,752.6804732,4.518170058,639.6766037,0.878267989,4.611973392,1.957225814,1.236221094,0.929596567,0.954525901,1.346393117,1.546198599,1379.038062,3.627692308,2.091857561,3991.40625,0
Zimbabwe,West Indies,West Indies,8 wickets,Harare,30-Nov-03,2070,/wi/engine/match/64852.html,64852,8.751515152,654.01909,20.25831202,16.80735235,26.44897959,2.964912281,378.1364243,20.86610374,7.306301053,24.86521801,34.76553219,14.70562434,25.34494803,0.719848469,2058.849481,16.69670919,34.04931906,1298.967108,1226.98022,818.7292564,30.26438282,9.16886938,1958.777777,786.4380989,9.948981425,4.549159664,10.68056929,1.335590935,0,4.292987941,5.71875,10.31631649,1.010396572,5.047562426,3.142857143,1176.031837,10.68669836,10.6916762,562.1128965,6,1.261629038,5.112676056,12.12497586,1.048119727,0.799335457,419.9865175,19.82650172,462.5317023,680.3266867,461.2739974,32743.76417,0.953747361,1750.090539,0.958258976,9.556373544,0.577350269,0.973848845,16.63494798,0.853708253,557.0947049,4.435343795,1.458842072,1.420081195,25.66666667,4.525084785,634.2249676,0.875648607,4.57860262,1.831639716,1.200228685,0.892538525,0.868444694,1.346393117,1.526679487,1379.038062,3.735211268,2.661585877,4903.4375,0
New Zealand,Pakistan,Pakistan,124 runs,Lahore,1-Dec-03,2071,/wi/engine/match/64853.html,64853,16.58362042,642.3110707,12.90574195,24.26000679,18.93939394,39.80263158,457.7786525,26.136,10.97758731,27.39595888,31.5982679,11.30904784,22.13382274,1.957202959,1315.578577,6.243902439,6.490140845,827.521699,968.5179208,1022.330208,26.33155939,11.30904784,873.48,1130.795347,10.10701013,4.769983687,11.34950266,0.723011287,1676.686391,4.404690223,4.327586207,8.418904716,3.356549374,4.749460043,4.277777778,1866.965928,10.37493247,9.955946771,1149.755582,4.099378882,0.805424778,4.622311156,11.30904784,0.561787397,0.518252715,463.8375604,11.36922391,443.7264232,882.6858889,441.9649808,746.8847652,0.748213965,1183.567858,0.558229283,10.1090225,1.988875354,0.816297851,18.82034446,1.80681174,620.6304753,3.505490486,1.731439227,1.27781832,2079,4.55291411,426.4784808,1.129684186,4.240723982,1.436229619,1.321458656,0.909813577,0.708327712,1.146067288,2.006870057,976.9408601,4.324924699,0.789752059,1954.983468,0
New Zealand,Pakistan,Pakistan,51 runs,Faisalabad,3-Dec-03,2072,/wi/engine/match/64854.html,64854,16.0962397,623.0180803,19.55265568,24.2679756,8.008333333,26.45,429.1400006,26.86146047,10.98112757,22.13103069,31.39819948,11.36620672,18.82806282,1.188541185,3840,20.66556291,14.1048218,611.5466666,3294,1070.254226,27.33794163,11.36357267,1908.427337,672.1536351,10.10921824,4.549295775,11.35119426,0.725839738,722.21436,4.075801749,4.290049606,10.91516707,3.356549374,6.4,4.405230818,1863.783058,10.16018453,10.66393485,449.5473482,4.682926829,0.591773871,4.754977029,11.53370395,1.153700538,0.769681683,414.8414653,10.6384808,884.8445561,901.7501211,537.5302535,1620.723952,0.908634138,1336.685653,0.544221096,10.43954485,1.857157557,0.86261098,0.5,2.446558169,225,0.474340363,1.34063109,1.19275165,976.9130665,6.777777778,458.3205884,0.763614523,4.246235607,1.190008973,1.342264337,1.065008487,0.961048907,1.146067288,1.764537757,1420.782222,4.325763217,0.755503068,1887.143402,0
New Zealand,Pakistan,Pakistan,7 wickets,Rawalpindi,5-Dec-03,2073,/wi/engine/match/64855.html,64855,16.17239236,579.7163119,19.65200653,24.17203752,8.240196078,72.61306533,399.3133848,27.73895339,11.056596,22.03629519,31.67295642,12.39566634,18.68105381,1.340829111,15390,17.34,22.75570898,615.083549,994.409788,1617.154055,27.47564496,11.786838,1013.305785,1110.27835,10.06403009,4.546722455,11.35498917,0.81240422,925.7499999,4.410800687,4.552238806,10.90296137,3.356549374,7.105263158,4.574786325,1989.93595,10.14964443,8.766286149,1094.589243,4.666666667,0.704079943,4.764062025,11.88665397,1.364394568,0.522534549,448.5062113,10.12114033,524.3578076,881.2752577,514.43271,1221.057927,0.722267552,1342.066172,0.754941998,10.07643065,2.018285798,0.832113342,8.270108043,0.013888889,150.8156356,1.095631313,1.644468573,1.254843159,1883.288589,4.589955022,455.6574878,0.989273089,4.301984469,1.952948204,1.407235513,1.274315848,0.734974522,1.146067288,1.93142112,985.3704488,4.289787605,0.783388498,1919.463953,0
New Zealand,Pakistan,Pakistan,49 runs,Rawalpindi,7-Dec-03,2074,/wi/engine/match/64856.html,64856,15.69314045,577.0779698,12.76905634,24.26727022,5.756849315,46.27259887,383.9670332,28.74194952,11.07374477,22.40175439,31.67295642,12.44902666,18.68105381,1.329242532,1350.057422,15.1292735,27.04695596,603.8305785,1032.33382,1615.074312,27.36400937,11.786838,1359.272727,1076.130499,10.06403009,4.515818432,11.37695374,0.939257011,1684.302222,4.405133756,4.623376623,10.90296137,3.356549374,4.757649197,4.565079365,1919.482041,10.12544126,7.732352142,828.7419651,4.085790885,0.671955613,4.611787628,12.08480142,0.961759668,0.582449074,472.4947308,9.912457912,524.8705243,762.5297386,521.7517373,878.6957055,0.829044644,1245.534025,0.754505577,9.684469534,2.102247271,0.887863701,0.5,0.516881753,588.4110051,6.650407032,1.644468573,1.315862556,1882.146814,4.618450185,3566.743827,0.833040786,4.309503785,1.428332991,1.469552634,1.327368095,0.734777555,0.767399529,1.93142112,991.2614928,6.166666667,0.983086473,333,0
Pakistan,New Zealand,New Zealand,4 wickets,Auckland,3-Jan-04,2075,/wi/engine/match/64857.html,64857,27.36400937,477.4399723,18.62472463,21.90912343,34.38236548,31.67295642,584.2708973,21.26513364,8.584858148,65.17549669,19.81156984,10.06403009,24.11459204,1.315862556,1941.564444,34.98795181,18.96645528,1074.79401,683.8807098,1038.998686,5.850434783,9.854597428,1887.32552,1112.260437,11.52869388,4.642494561,10.90296137,1.455733116,794.8350461,4.761890427,4.561256545,12.37810479,1.070935277,4.034739454,4.598372427,1323.511895,11.56845218,11.22860183,877.7803283,4.984962406,1.022288719,4.410979911,10.12544126,1.455281725,0.531384796,565.2295905,0.5,689.7062663,568.3054299,614.6659623,1254.118379,0.990644747,997.8510006,0.650027463,11.89945441,1.93142112,0.892083926,12.39489672,10.17198916,653.2273458,0.701049892,0.667427483,1.248283407,1285.847366,4.634953464,519.4899019,0.901494387,4.844896477,1.644468573,1.194543977,0.786726481,1.209547614,1.203223004,2.169236509,1368.508281,4.284659557,0.599286274,2005.934783,0
New Zealand,Pakistan,Pakistan,6 wickets,Queenstown,7-Jan-04,2076,/wi/engine/match/64858.html,64858,4.916666667,582.9867501,23.94389659,48.99777448,21.26484,21.65340672,476.3906248,33.07721658,11.25608414,21.14702809,31.448115,11.52896114,19.19306104,1.346388685,1372.106786,18.84747048,33.28301887,720.7476922,1123.391892,1051.59827,26.67824165,11.8943885,1259.460623,995.2256129,10.06531044,4.618401207,12.33574857,1.022667983,2012.773438,4.42637897,4.814077497,10.90402879,1.203223004,4.756643774,4.550259067,1917.952257,9.887232053,8.747417539,556.9043082,4.122401848,1.849393816,4.548161936,11.56870736,1.013332945,0.719223064,607.5142644,12.04784953,519.7454965,868.1041583,566.4746239,651.2515401,1.115351503,1246.251691,0.588888057,10.14313741,1.771804335,0.832609138,0.5,0.701049892,599.0990864,5.007490201,1.69514084,1.421170144,1889.409186,4.647977289,728.0213027,0.993463699,4.248999199,0.542077356,1.358851362,1.206118793,1.138867409,1.070935277,1.517581149,1008.419234,5.805309735,0.870117149,3088.666667,0
India,Australia,Australia,18 runs,Melbourne,9-Jan-04,2077,/wi/engine/match/65643.html,65643,32.26546559,730.0106669,25.33794887,18.77938309,39.10877571,27.06732147,670.4352788,32.12438279,10.29848862,57.95609756,34.25403998,9.884760736,41.32657984,1.899280186,0,33.2425128,32.6410166,837.5158441,917.4996075,1061.995563,32.39253349,10.71905391,3373.555556,1126.77613,11.16812667,4.176870748,10.40852095,1.393042184,1028.395062,4.479736409,5.154255319,10.90570734,0.996165391,11,4.646121148,1416.395814,10.78859001,11.16283614,646.7859116,4.08,1.319861927,4.248915277,9.968680011,0.931598429,0.710543071,444.0373929,12.38300395,674.1960333,650.3760358,565.9954739,800.0816327,0.762250518,1247.471251,0.622923386,11.05340747,1.562005831,1.223421672,28.61633618,9.182375312,213.9684246,2.646648857,2.286748221,1.02407155,1097.080533,5.100852985,482.2447884,0.8199235,4.932375317,1.453059782,1.737082222,0.823558832,1.17176681,1.481537043,1.78901457,1222.632889,4.959499864,0.840789087,1478.113225,0
Pakistan,New Zealand,New Zealand,7 wickets,Christchurch,10-Jan-04,2078,/wi/engine/match/64859.html,64859,31.32644659,507.5825916,19.19306104,21.39897528,26.10126254,32.02532734,621.1581632,21.29338408,9.087217683,40.27627119,21.2694508,10.07606202,23.81562771,1.359367043,701.4634514,36.85818755,18.76899705,1131.245867,609.2316338,980.0946144,3.946712018,9.889060998,1905.982906,1601.814573,11.52767369,4.609451008,10.90376576,1.680344617,1056.913198,4.764653377,4.574358974,12.29925947,1.070935277,4.635431918,4.537448933,1276.505257,11.56714578,11.25684962,860.4208872,4.191489362,1.117181919,4.408071074,10.14863669,1.395328291,0.707726573,568.3851353,8.270108043,718.792957,603.0669604,572.1770305,968.2690131,0.93105696,1011.249306,0.718431347,11.8943885,1.632869848,0.588245914,12.95364531,7.405960651,1075.6095,0.701049892,0.611123613,1.488896162,1258.641289,4.515646259,519.2165973,0.840898894,4.817379018,2.191757747,0.877377984,1.174344803,1.116183481,1.203223004,1.510495174,1384.284403,4.25488663,0.629660844,1856.0848,0
Zimbabwe,Australia,Australia,99 runs,Sydney,11-Jan-04,2079,/wi/engine/match/65644.html,65644,7.311917098,757.1372165,16.19200244,5.654347826,22.93033091,17.32415764,487.2717543,31.90695223,7.951310059,58.27586207,33.8009782,9.594622566,40.95793327,1.606263251,2046.173062,26.22596965,32.53808248,854.3522222,1236.922348,1032.069218,32.40105213,12.4032076,1914.1632,779.8578206,11.16812667,4.192564347,12.23812717,1.482906952,995.28,4.501465321,5.76344086,10.7973416,1.304249427,5.095459837,4.657648283,1388.276932,10.77523203,11.15685541,1057.571551,4.201591512,1.305832705,5.429268293,10.50336703,0.71851319,0.829116217,471.3011401,19.82998084,702.2591918,635.2172576,545.7171095,746.434577,0.960075915,1184.247405,0.640084661,11.04122741,1.549323713,0.90221233,29.62162421,14.14685803,575.1062841,9.924829066,2.007753351,1.179655035,1060.511834,4.523582159,670.6057862,0.790091465,4.926628195,1.66539657,1.793478194,0.811287708,0.975074306,1.377186676,2.12487466,1257.8816,3.881868132,0.811883535,5357.625,0
Zimbabwe,India,India,7 wickets,Hobart,14-Jan-04,2080,/wi/engine/match/65645.html,65645,6.603668262,595.3929635,16.05033084,5.05785124,22.80459429,17.11422901,417.2272717,39.17353879,8.000630476,18.64605124,26.98567558,9.594622566,23.28897137,1.389556799,1251.280277,24.28086459,32.96175393,875.2404935,1240.758447,1173.822978,32.47607695,12.3923389,1687.5,778.0789909,9.907332601,5.0944334,12.23812717,1.343152887,0,7.384615385,5.739795918,10.80341883,1.384525801,5.466666667,4.255057968,1509.76734,9.980575134,10.32082367,1007.810532,6.1,1.231768757,5.080091533,10.5041081,0.712303944,0.829116217,550.4235915,18.93761798,493.8271605,644.375739,500.0031098,369.8224852,0.894514086,1889.72973,0.689498375,10.74229271,1.372433414,1.015067029,25.33528004,3.849320567,639.3838791,9.583444411,1.806640204,2.23932814,1252.695069,4.517173586,708.3926258,0.771836734,4.984092747,1.694284926,0.90998273,1.632060236,0.848846545,1.377186676,1.049717974,7488,3.845177665,0.787389647,6217.8125,0
Pakistan,New Zealand,New Zealand,8 wickets,Napier,14-Jan-04,2081,/wi/engine/match/64860.html,64860,31.5657102,489.1332308,19.09256577,20.75551384,26.95150399,31.96808757,598.5806138,21.80608606,9.153650238,42.56449106,21.27604439,10.08304723,23.81562771,1.533042844,731.3503465,34.72129489,18.99869956,1117.916681,617.5271202,984.8231734,3.533088235,9.945984228,1944.09599,1582.152956,11.55363357,4.607215793,10.90376576,1.680254102,1116.72,4.774498229,4.571573604,12.60851225,1.070935277,4.697012802,4.544410075,1222.68024,11.61320763,11.29467104,848.1165015,4.272727273,1.085618037,4.418597698,10.19895642,1.576790795,0.717849036,589.8237573,7.976829577,751.4795546,603.6434259,593.758677,943.9583829,0.941396779,1028.370338,0.711695007,11.99137016,1.405729774,0.597929857,12.95364531,7.405960651,1061.109773,0.701049892,1.623364217,1.525267944,1282.241983,4.512751678,508.7276434,0.845810215,4.816426816,2.379116853,0.851773261,1.17164984,1.115804579,1.203223004,1.783186626,1409.520929,4.268610898,0.635237027,1857.564014,0
Zimbabwe,Australia,Australia,148 runs,Hobart,16-Jan-04,2082,/wi/engine/match/65646.html,65646,6.647243108,655.7522761,15.59578277,5.008536585,22.71293789,21.88519191,410.1310446,31.43336872,7.99394475,53.68757259,33.65807835,9.587323991,40.62442977,1.023678632,1267.425306,11.46765936,32.42035803,587.9007404,1249.461989,2064.356277,32.35830565,11.70971072,1698.463734,772.7080061,11.15767399,4.690444504,11.77555851,1.507269731,708.4,4.495654973,5.720588235,10.76429877,1.304249427,5.444954128,4.913078798,1700.084733,10.76885004,11.15168771,1006.655117,4.099378882,1.155914685,5.088863892,10.67421479,0.755584789,0.884919844,544.1683488,18.93761798,403.5496221,620.5823432,618.720943,1083.677327,1.003829789,1958.527392,0.556529738,11.03242999,1.546752446,0.899084986,29.22495961,15.32570934,617.9893992,10.23776059,2.115482587,1.127755353,1333.88659,4.517459952,713.7278931,0.84448373,4.276701716,1.463638634,1.642254029,1.091969597,0.8341679,1.377186676,1.710651322,1285.883733,4.047169811,0.776745324,5988.345679,0
Pakistan,New Zealand,New Zealand,4 runs,Wellington,17-Jan-04,2083,/wi/engine/match/64861.html,64861,30.4356678,428.4136239,0.5,19.00532749,32.08979861,20.19601793,524.2745203,21.79388389,10.08371176,36.41674877,21.27604439,10.90376576,24.00109146,1.057833333,759.6030246,31.73283784,18.99869956,1041.667969,628.3353055,1021.309213,6.913647343,9.955653754,1028.370338,1552.835072,11.55363357,4.189320388,10.39653812,1.680254102,874.2628448,4.778527427,4.418597698,12.61506134,1.070935277,4.716083916,4.489022815,1222.68024,11.62354714,11.29467104,649.5342144,5.063583815,2.262860864,4.133909287,9.208069284,1.571045472,0.793523583,685.7158214,9.077284473,441.8992171,629.852257,648.5925856,1158.16286,0.850696493,2044.249135,0.615091783,12.70950523,0.977888564,0.662879368,12.95364531,11.11709354,1025.790992,0.595868056,1.38324693,1.694382738,1242.651277,4.506648936,848.1165015,0.848004329,4.816426816,1.15227089,0.888491323,1.09362161,1.046530326,0.954560636,1.956467122,1393.418646,4.580808081,0.667474529,1934.638035,0
Australia,India,India,19 runs,Brisbane,18-Jan-04,2084,/wi/engine/match/65647.html,65647,33.42003775,573.138627,28.61312361,40.34046268,31.74397512,34.30154448,679.6441232,39.14803524,11.14246919,22.7872261,18.76843938,11.13426789,25.33528004,1.363436621,594.4771056,32.40336073,26.98567558,1501.590124,838.0080339,192.9012346,32.63583768,10.9884567,1076.029586,1037.26333,10.77875745,4.607035176,10.76429877,1.54196283,9828,4.252998416,4.648090815,10.4131893,1.481537043,4.662300236,6.1,1509.76734,10.31445205,9.906197269,1077.50179,5.055555556,1.698871668,4.044548652,10.74014012,1.693883274,0.645618609,634.7296846,16.66094454,643.5217383,156.25,450.3648643,581.8034898,0.771452143,725.5547339,0.864884419,9.979214998,1.419106612,0.566594523,6.626503357,0.848575949,2032.906576,19.79355969,2.343204073,2.160661355,14640,4.169014085,690.7114471,0.955121772,4.984092747,2.906148251,2.53390856,0.776225999,0.864408961,1.304249427,1.015550307,1255.49034,4.91038858,0.878065394,1354.164412,0
Zimbabwe,India,India,24 runs,Brisbane,20-Jan-04,2085,/wi/engine/match/65648.html,65648,22.70006907,495.6957163,16.08678014,13.89415808,11.43589547,17.11427939,443.1507043,27.24383892,10.44476571,25.01209339,22.7872261,8.00629213,0,1.188302947,1347.291429,20.29350105,20.39586504,1531.687146,1232.760438,1019.37872,32.5447145,10.7353185,2099.433163,778.6507946,10.77875745,4.627317073,9.611578367,1.015550307,1608.125,4.257715702,5.17196057,10.46041042,1.384525801,5.482142857,5.666666667,1515.154578,9.91580447,10.12155423,953.4494136,5.602409639,1.652308981,5.542105263,9.647695657,0.979995518,0.836524869,524.2159483,18.93761798,637.7360025,802.7777778,440.8131698,559.7263534,1.062473594,2435.719503,0.700251241,10.6000899,1.200944369,0.977770769,6.701538462,2.474435361,585.9263,10.22334739,2.89054878,1.858574532,1224,4.520773721,625,0.769890694,4.985733513,1.088025609,2.22937356,0.839583447,0.796083208,1.377186676,1.653140668,1268.285714,5.784037559,0.883907274,1638.39334,0
India,Australia,Australia,2 wickets,Sydney,22-Jan-04,2086,/wi/engine/match/65649.html,65649,32.51044646,719.0394163,23.04,25.61560999,27.4636846,22.82603648,551.2401004,32.21990324,10.07428012,28.31342524,40.64500514,10.44080481,16.42249703,2.463964972,1716,20.14468315,33.83900477,869.1280717,888.9139884,999.3756504,33.37688396,10.5870938,3172.78125,1155.374181,10.71162043,4.165898618,10.77615798,2.062735483,611.8199369,4.477696931,4.471264368,11.44389416,1.304249427,5.318181818,4.677451972,1366.911061,11.13755187,11.13287023,837.3019466,4.718596853,2.010790035,5.285106383,9.911952825,1.685138619,0.756003864,372.0122439,7.573375262,685.8149452,610.4541859,595.0679805,1998.046188,0.680685361,992.755102,0.705571196,10.97272154,0.977411309,0.662744013,45.92537621,6.201097001,695.0413223,4.510466325,1.57317425,1.238428408,1099.6108,5.09270217,389.3439615,0.853530599,4.928404669,3.16249532,1.502047292,0.879013573,0.941991559,1.481537043,2.168295933,1290.997057,4.993907285,0.581102218,1464.32716,0
Zimbabwe,India,India,3 runs,Adelaide,24-Jan-04,2087,/wi/engine/match/65650.html,65650,5.680672269,455.2589016,15.62137149,13.42642573,22.6829262,17.13094233,430.9151964,27.38257286,9.648342217,25.03703704,22.82603648,10.43436551,11.4893617,0.991024279,1427.314286,11.92508604,21.67842965,903.196752,1227.441019,1139.585944,32.34289874,11.72622111,2207.760409,783.2617403,10.77615798,5.103819785,9.612063996,3.23638714,1007.0625,5.208121827,5.197002141,9.616050616,0.900943708,5.508695652,5.488888889,2980.148149,9.912279621,10.44506831,904.3530771,5.633587786,1.153397453,5.542105263,10.69422645,0.696301706,0.768275021,524.8529994,18.16620879,437.7294905,634.2935528,410.1402506,1456.791562,1.068895562,2435.719503,0.756003864,10.72925724,1.216600387,1.0630841,9.500744048,4.510466325,559.8746383,11.15496332,0.977411309,2.410229008,1361.020408,4.522678186,862.7259748,0.858757391,4.553191489,1.957087042,1.746551045,1.300850842,0.771310701,1.377186676,2.25166605,3743,5.735426009,0.608781915,1480.365052,0
West Indies,South Africa,South Africa,209 runs,Cape Town,25-Jan-04,2088,/wi/engine/match/64862.html,64862,31.93128844,593.7814608,16.63494798,25.55823874,34.07246583,24.86521801,570.4066283,29.24295042,9.948981425,28.7120092,5.25625,10.31631649,27.02118461,1.228494459,1427.946174,34.76553219,31.53617234,859.0120069,1302.047562,858.0145737,27.98958721,9.537799867,4162.5,819.0453515,12.64111483,3.744365139,10.36483954,1.852392206,727.0544663,4.213533835,4.44,10.83509498,0.941492691,4.260603411,4.70680778,1103.358694,10.02788922,10.43678467,652.0687164,4.216705336,1.458842072,4.667088608,10.6836359,1.675659848,0.889409682,599.7533158,0,762.7139827,1165.221324,668.4910631,1185.531947,0.742935161,776.728,0.762643094,10.5979815,1.860984052,0.680005579,19.31327116,11.77853935,1324.407146,1.970499991,1.397421332,1.261207091,1210.425451,4.547420965,348.4444444,0.670983714,4.691207788,1.526679487,1.231875518,0.836585548,0.854359494,0.887438757,1.417586972,776.3875,4.532051282,0.415663588,1087.612856,0
Zimbabwe,Australia,Australia,13 runs,Adelaide,26-Jan-04,2089,/wi/engine/match/65651.html,65651,22.6010123,647.2967475,15.62137149,5.049919485,11.96650206,12.95118581,435.9019105,32.22267199,10.35859668,15.36363636,28.06643162,9.610571895,40.36983906,1.063252628,1394.769905,17.89651809,33.40803059,611.9634323,1212.100244,2004.560868,32.80068297,10.69010523,2435.719503,795.4476053,10.70871871,4.723988807,11.79030166,1.546469361,885.3798128,4.095449501,5.542105263,8.171910262,1.304249427,5.525,4.945635528,1711.847645,11.13301077,11.13287023,929.4029707,4.180995475,1.707294308,5.193888303,9.648342217,1.127567844,0.764508836,518.8486856,17.89861011,403.4353036,1071.999172,617.0317837,989.9233112,1.057316216,2159.566482,0.56789152,10.57978153,1.458143615,0.993125194,43.47924866,10.69735396,574.6856821,11.80128349,1.339031222,1.183143962,1416.889896,4.527943999,818.1098759,0.769907481,4.254954472,1.188613168,1.296527852,1.091969597,0.775935649,1.377186676,2.168704197,760.1028807,5.794759825,0.722673154,1577.247405,0
